restaurant,tag,url
보나브뉴베이커리,베이커리,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1315270548?c=14108296.7016664,4509483.4140430,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
참새방앗간,"카페,디저트","https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1649732226?c=14108296.7016664,4509483.4140430,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
소호정 본점,국수,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/11720823?c=14108296.7016664,4509483.4140430,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
에떼,와인,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/18255268?c=14108296.7016664,4509483.4140430,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
헬무트커피,"카페,디저트","https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1114089423?c=14108296.7016664,4509483.4140430,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
브루클린 더 버거조인트,햄버거,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/37397540?c=14108296.7016664,4509483.4140430,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
빠스타,퓨전음식,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/450428747?c=14108296.7016664,4509483.4140430,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
룰커피,"카페,디저트","https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1405820627?c=14105822.3699487,4506225.2413935,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
아그라 파스텔시티 사당점,인도음식,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1824807098?c=14105822.3699487,4506225.2413935,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
김명자굴국밥,국밥,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/18320174?c=14105822.3699487,4506225.2413935,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
쿠차라 삼성서초사옥점,"멕시코,남미음식","https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1682924620?c=14105822.3699487,4506225.2413935,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
