restaurant,tag,url,review,len,rating,count
몰트바배럴,바(BAR),18814890,"['4.4', '182']",2,4.4,182.0
우마쿠라,일식당,13275602,"['4.26', '665']",2,4.26,665.0
오징어세상 삼성점,생선회,32692582,"['4.44', '506']",2,4.44,506.0
이곧,한식,1781923542,"['4.4', '167']",2,4.4,167.0
크리스피크림도넛 코엑스몰점,도넛,38230695,"['4.39', '999']",2,4.39,999.0
KFC 코엑스Mall,햄버거,36166442,"['4.31', '999']",2,4.31,999.0
애니홀,이탈리아음식,37049670,"['4.3', '554']",2,4.3,554.0
브라이언스커피 현대백화점 무역센터,"카페,디저트",1653137837,['209'],1,,209.0
이자카야모요,이자카야,1668971823,"['4.6', '217']",2,4.6,217.0
수림복국,복어요리,18460067,"['4.26', '297']",2,4.26,297.0
스템커피,카페,1212375588,"['4.42', '999']",2,4.42,999.0
하루,이자카야,13449791,"['4.47', '572']",2,4.47,572.0
스시유리,일식당,1547603159,['435'],1,,435.0
아티피크,양식,1282055541,['97'],1,,97.0
로네펠트티하우스 선릉점,"카페,디저트",1830149519,"['4.38', '913']",2,4.38,913.0
신사골감자탕 삼성점,감자탕,1717038170,['501'],1,,501.0
담미온 삼성중앙역점,국밥,1980620771,"['4.5', '355']",2,4.5,355.0
최고야닭갈비,닭갈비,37568505,"['4.43', '328']",2,4.43,328.0
포메인 코엑스점,베트남음식,20790151,"['4.26', '639']",2,4.26,639.0
누누커피,"카페,디저트",1997557444,"['4.38', '493']",2,4.38,493.0
쿠차라 코엑스몰오크우드점,"멕시코,남미음식",1680106170,"['4.44', '999']",2,4.44,999.0
모박사부대찌개 강남코엑스점,"찌개,전골",34807297,"['4.06', '908']",2,4.06,908.0
오늘은닭 삼성코엑스점,한식,32625291,"['4.31', '477']",2,4.31,477.0
스타벅스 선릉동신빌딩R점,카페,1858236569,"['4.46', '999']",2,4.46,999.0
삼송빵집 코엑스점,베이커리,1643504625,"['4.42', '999']",2,4.42,999.0
멍텅구리꼼장어 삼성동본점,"장어,먹장어요리",20712009,"['4.46', '525']",2,4.46,525.0
현대옥 코엑스점,국밥,33481180,"['4.27', '589']",2,4.27,589.0
지칸,이자카야,1853438052,['242'],1,,242.0
SAWARE,와인,1098218068,"['4.79', '79']",2,4.79,79.0
홍수계찜닭 코엑스점,찜닭,1889934601,"['4.3', '614']",2,4.3,614.0
마초갈비 삼성동점,"육류,고기요리",1166151881,"['4.3', '610']",2,4.3,610.0
으악새,"해물,생선요리",11673715,"['4.45', '509']",2,4.45,509.0
해우리 선릉 L7점,한정식,1208870591,['747'],1,,747.0
마라두목 마라탕&마라샹궈,중식당,1677844325,['786'],1,,786.0
이웃집통통이 현대백화점 무역센터점,베이커리,1970706660,"['4', '218']",2,4,218.0
심재 삼성,"카페,디저트",1057797498,['93'],1,,93.0
송강민물장어,"장어,먹장어요리",12012489,"['4.65', '438']",2,4.65,438.0
언더프레셔,"카페,디저트",1491392691,"['4.41', '805']",2,4.41,805.0
오크우드 프리미어 코엑스 센터 오크레스토랑,양식,37402262,"['4.5', '999']",2,4.5,999.0
빌리엔젤 삼성코엑스점,케이크전문,38232423,"['4.3', '999']",2,4.3,999.0
두어마리 삼성점,"장어,먹장어요리",1219996212,['62'],1,,62.0
송 현대백화점무역센터점,"우동,소바",19862179,"['4.38', '999']",2,4.38,999.0
요란,이자카야,1318611530,"['4.45', '72']",2,4.45,72.0
일치프리아니 현대백화점 무역센터점,이탈리아음식,31601293,['393'],1,,393.0
막끌리네,"전통,민속주점",1749739167,"['4.64', '162']",2,4.64,162.0
토치커피 삼성점,"카페,디저트",1672767310,['942'],1,,942.0
투뿔등심 고담 삼성점,소고기구이,37370120,['522'],1,,522.0
쥬흐네몽드,"카페,디저트",1208843753,['166'],1,,166.0
L7강남 플로팅,뷔페,1002390145,"['4.6', '158']",2,4.6,158.0
나의가야,한식,1374602062,"['4.34', '495']",2,4.34,495.0
해머스미스커피 삼성선정릉역점,카페,1366986137,"['4.53', '999']",2,4.53,999.0
원조광양불고기 삼성점,"육류,고기요리",13150513,"['4.34', '535']",2,4.34,535.0
와바 삼성1호점,"맥주,호프",13309081,"['4.36', '134']",2,4.36,134.0
마이니치라멘 2호점,일본식라면,1709306398,"['4.59', '319']",2,4.59,319.0
돈주는남자 본점,돼지고기구이,471161255,"['4.52', '345']",2,4.52,345.0
스타벅스 선정릉역점,카페,37169102,"['4.47', '999']",2,4.47,999.0
북창동순두부 강남구청점,두부요리,462619399,"['4.21', '826']",2,4.21,826.0
벽돌집 60-5,돼지고기구이,1577131901,"['4.36', '273']",2,4.36,273.0
삼백플러스,한식뷔페,1973586065,"['4.59', '736']",2,4.59,736.0
원조을지로골뱅이,요리주점,20919255,"['4.52', '105']",2,4.52,105.0
빠싸주20,프랑스음식,1132159560,['129'],1,,129.0
전우소고기해장국,해장국,1539351485,"['4.6', '203']",2,4.6,203.0
프로간장게장 삼성점,게요리,20819762,"['4.08', '174']",2,4.08,174.0
제주부엌,한식,1070134071,"['4.34', '189']",2,4.34,189.0
강남김밥,김밥,18428930,"['4.46', '999']",2,4.46,999.0
챔프커피 현대백화점 무역센터점,카페,1531574721,"['4.5', '580']",2,4.5,580.0
담다,"카페,디저트",31728676,"['4.55', '87']",2,4.55,87.0
반포식스 포스코사거리점,베트남음식,1118094810,['489'],1,,489.0
브레드풀,베이커리,1864652859,['99'],1,,99.0
세이레스,"카페,디저트",1921000363,"['4.64', '92']",2,4.64,92.0
김이정 숯불구이,"육류,고기요리",1166291504,"['4.76', '277']",2,4.76,277.0
청춘극장 쪽갈비,"육류,고기요리",1929248769,"['4.67', '124']",2,4.67,124.0
친친,중식당,18446134,"['4.21', '529']",2,4.21,529.0
예향,한식,19867464,"['4.09', '94']",2,4.09,94.0
경복궁 블랙 오크우드점,"육류,고기요리",1231952695,"['4.37', '364']",2,4.37,364.0
에머이 삼성점,베트남음식,1177901968,"['4.22', '580']",2,4.22,580.0
죽이야기 서울 강남코엑스점,죽,1763997467,"['4.35', '223']",2,4.35,223.0
오스카,"맥주,호프",1499129002,"['4.36', '331']",2,4.36,331.0
중앙해장,해장국,37703543,"['4.42', '999']",2,4.42,999.0
농민백암순대 본점,"순대,순댓국",13149768,"['4.51', '999']",2,4.51,999.0
부타이 1막,일식당,1144038812,"['4.48', '999']",2,4.48,999.0
오성식당,한식,1348627097,"['4.61', '999']",2,4.61,999.0
뽕나무쟁이 선릉본점,"족발,보쌈",13468956,"['4.42', '999']",2,4.42,999.0
보노보노 삼성점,해산물뷔페,11684863,"['4.46', '999']",2,4.46,999.0
신동궁감자탕 선릉직영점,감자탕,18468954,"['4.42', '999']",2,4.42,999.0
스시소라 대치점,일식당,832737607,"['4.66', '999']",2,4.66,999.0
숙성회장,일식당,1459540460,['101'],1,,101.0
청기와타운 선릉점,"육류,고기요리",1043463604,['165'],1,,165.0
파크 하얏트 서울 코너스톤,이탈리아음식,11678779,"['4.44', '999']",2,4.44,999.0
만나분식,떡볶이,13018228,"['4.21', '999']",2,4.21,999.0
크라이치즈버거 삼성역점,햄버거,587929920,"['4.54', '999']",2,4.54,999.0
르브런쉭 대치점,브런치,1243805691,"['4.38', '999']",2,4.38,999.0
카토멘,일본식라면,31986060,"['4.46', '999']",2,4.46,999.0
테라로사 포스코센터점,카페,1542149931,"['4.49', '999']",2,4.49,999.0
수다 대치점,이자카야,1266872356,"['4.61', '999']",2,4.61,999.0
김태주 선산곱창 강남점,"곱창,막창,양",1267417958,"['4.43', '711']",2,4.43,711.0
껠끄쇼즈,"카페,디저트",672327315,"['4.57', '999']",2,4.57,999.0
오징어풍경,한식,38407687,"['4.34', '999']",2,4.34,999.0
나인오어,와인,1032309906,['49'],1,,49.0
그란구스또,이탈리아음식,11568670,"['4.56', '999']",2,4.56,999.0
반룡산,이북음식,12053368,"['4.3', '999']",2,4.3,999.0
후레쉬빌 삼성역본점,돈가스,37397766,"['4.67', '999']",2,4.67,999.0
연더그레이,요리주점,1853318526,['601'],1,,601.0
몽중헌 대치점,중식당,1894081090,"['4.42', '870']",2,4.42,870.0
더피자스탠드,피자,1911951171,"['4.68', '625']",2,4.68,625.0
진대감 선릉점,소고기구이,34590424,"['4.58', '999']",2,4.58,999.0
가츠오 대치점,돈가스,1736425432,"['4.71', '722']",2,4.71,722.0
마담밍,중식당,11707122,"['4.47', '999']",2,4.47,999.0
후지,일식당,13451874,"['4.69', '798']",2,4.69,798.0
하프컷,양식,1685636292,"['4.91', '236']",2,4.91,236.0
베카프리미엄델리샵,샌드위치,1365449010,"['4.71', '176']",2,4.71,176.0
LE SOL,양식,1721459325,['42'],1,,42.0
미쓰양꼬치,양꼬치,34550276,"['4.5', '999']",2,4.5,999.0
셀러브리티 버거,햄버거,1708365118,"['4.65', '999']",2,4.65,999.0
빕스 도곡역점,패밀리레스토랑,11735695,['999'],1,,999.0
크리스피크림도넛 대치점,도넛,11730527,"['4.43', '999']",2,4.43,999.0
플라넌,일식당,1281740851,"['4.71', '414']",2,4.71,414.0
센도수산,이자카야,421637529,"['4.66', '874']",2,4.66,874.0
아웃백스테이크하우스 도곡점,패밀리레스토랑,11683254,"['4.43', '999']",2,4.43,999.0
파이하우스,"카페,디저트",36166424,"['4.6', '455']",2,4.6,455.0
알로이타이,태국음식,36648833,"['4.49', '646']",2,4.49,646.0
나따오비까 대치점,"카페,디저트",237156960,"['4.52', '872']",2,4.52,872.0
하이보,중식당,37157332,"['4.22', '792']",2,4.22,792.0
와려,일식당,1249521238,"['4.59', '291']",2,4.59,291.0
용용선생 선릉점,요리주점,1024266010,['609'],1,,609.0
뚝심한우 선릉역점,소고기구이,329109717,"['4.44', '936']",2,4.44,936.0
파리크라상 삼성역키친점,베이커리,37435002,"['4.44', '999']",2,4.44,999.0
동보성 강남점,중식당,1536716586,"['4.55', '630']",2,4.55,630.0
신도세기 삼성역점,돼지고기구이,1469678662,"['4.33', '999']",2,4.33,999.0
전라도죽집,죽,38337748,"['4.35', '769']",2,4.35,769.0
명정루 선릉본점,중식당,1542291051,"['4.75', '521']",2,4.75,521.0
옐로트렁크,햄버거,1194619995,"['4.71', '344']",2,4.71,344.0
돈그리아,한식,20685143,"['4.56', '770']",2,4.56,770.0
록스플레이트,일식당,19536440,"['4.47', '488']",2,4.47,488.0
바스버거 선릉점,햄버거,1797866713,"['4.48', '999']",2,4.48,999.0
창고43 삼성점,소고기구이,693876659,"['4.45', '999']",2,4.45,999.0
백소정 선릉점,일식당,1872606478,['678'],1,,678.0
이자카야나무 대치점,이자카야,233575261,"['4.41', '794']",2,4.41,794.0
마포선장 대치직영점,"해물,생선요리",1260741030,"['4.83', '364']",2,4.83,364.0
파이어벨 대치본점,햄버거,35150126,"['4.43', '999']",2,4.43,999.0
마이위스키테이블,바(BAR),1561664368,"['4.56', '107']",2,4.56,107.0
최가네버섯샤브매운탕칼국수 대치점,샤브샤브,18577418,"['4.54', '834']",2,4.54,834.0
작은동경 본점,일식당,1185210365,['225'],1,,225.0
국고집,"육류,고기요리",1135125794,"['4.5', '767']",2,4.5,767.0
스시아오마츠,일식당,1051920261,['158'],1,,158.0
평상술집,한식,1745643845,"['4.9', '342']",2,4.9,342.0
할매재첩국 대치점,한식,11875250,"['4.43', '962']",2,4.43,962.0
한성양꼬치 선릉2호점,양꼬치,1537330706,"['4.73', '909']",2,4.73,909.0
김영모과자점 대치점,베이커리,37871358,"['4.46', '999']",2,4.46,999.0
한강로칼국수 선릉점,"칼국수,만두",1662585623,['313'],1,,313.0
홍운장,중식당,13371770,"['4.32', '435']",2,4.32,435.0
정통마라탕마포마라회관 선릉점,중식당,1062951482,['205'],1,,205.0
파크하얏트서울 더팀버하우스,바(BAR),13411432,"['4.43', '424']",2,4.43,424.0
남영동양문 선릉직영점,"육류,고기요리",1535687353,['116'],1,,116.0
해담채 삼성점,한정식,1074578232,"['4.43', '999']",2,4.43,999.0
춘이네닭도리탕,닭볶음탕,37870679,"['4.46', '280']",2,4.46,280.0
참치공방 선릉점,생선회,1351749376,"['4.4', '524']",2,4.4,524.0
프란츠카프카바베큐,양식,1897898125,['131'],1,,131.0
삼성골목집 삼성본점,"육류,고기요리",1416884407,"['4.3', '357']",2,4.3,357.0
아선재,한정식,1857978684,"['4.21', '349']",2,4.21,349.0
사월에보리밥 대치점,보리밥,11729557,"['4.42', '862']",2,4.42,862.0
우리집만두 선릉본점,만두,18576718,"['4.34', '999']",2,4.34,999.0
오레노카츠 선릉점,돈가스,525494782,"['4.47', '823']",2,4.47,823.0
산월수제비,한식,11885058,"['3.98', '577']",2,3.98,577.0
마초야,"우동,소바",37436116,"['4.46', '923']",2,4.46,923.0
참치공간,일식당,1535103337,"['4.78', '213']",2,4.78,213.0
대찬횟집 선릉직영점,생선회,1027446540,"['4.38', '524']",2,4.38,524.0
도쿄등심 선릉점,소고기구이,1090319859,['999'],1,,999.0
달래해장 선릉점,한식,1113903983,['221'],1,,221.0
60년전통신촌황소곱창 선릉직영점,"곱창,막창,양",35337611,"['4.27', '999']",2,4.27,999.0
나폴레옹제과점 대치점,베이커리,12851793,"['4.3', '999']",2,4.3,999.0
훈이자카야,이자카야,1995313589,"['4.51', '367']",2,4.51,367.0
훅트포케 선릉점,퓨전음식,1887038600,"['4.48', '478']",2,4.48,478.0
스시미,"초밥,롤",1083362343,['95'],1,,95.0
단초식당 선릉점,한식,1990657993,"['4.63', '322']",2,4.63,322.0
담미온 강남경찰서점,국밥,1927509432,"['4.32', '585']",2,4.32,585.0
한티옥,한식,18466341,"['4.38', '934']",2,4.38,934.0
부통김밥 대치점,종합분식,1910566285,['333'],1,,333.0
초록밭,"다이어트,샐러드",1629970353,"['4.96', '294']",2,4.96,294.0
고운님,한식,19792920,"['4.38', '516']",2,4.38,516.0
대치정육식당,정육식당,11847175,"['4.59', '292']",2,4.59,292.0
몰타참치,생선회,11842699,"['4.32', '402']",2,4.32,402.0
옛날통닭,"치킨,닭강정",1772647364,"['4.45', '860']",2,4.45,860.0
메콩타이 삼성점,아시아음식,1663735550,"['4.46', '456']",2,4.46,456.0
오동도,향토음식,13528827,"['4.48', '220']",2,4.48,220.0
쌍룡갈비,"육류,고기요리",1026392942,"['4.46', '550']",2,4.46,550.0
제주은희네해장국 대치점,해장국,1861663097,"['4.63', '367']",2,4.63,367.0
블랙바 스테이크하우스,"스테이크,립",1198332834,"['4.46', '241']",2,4.46,241.0
미태리 선릉포스코점,"스파게티,파스타전문",1251999118,['750'],1,,750.0
튀김아저씨,종합분식,38337730,"['4.55', '999']",2,4.55,999.0
할아버지돈까스,양식,18468391,"['4.27', '265']",2,4.27,265.0
청춘닭볶이,닭요리,32739228,"['4.56', '763']",2,4.56,763.0
라피자노스트라 선릉본점,이탈리아음식,33618243,"['4.39', '999']",2,4.39,999.0
정참치,생선회,1775501312,"['4.44', '229']",2,4.44,229.0
대치동집,돼지고기구이,715284856,['432'],1,,432.0
청자골,소고기구이,13151370,"['4.6', '733']",2,4.6,733.0
강정희간장새우 선릉역점,"해물,생선요리",34016419,"['4.44', '472']",2,4.44,472.0
청국장서갈비,"찌개,전골",31887308,"['4.33', '999']",2,4.33,999.0
해봉정육 본점,정육식당,1288149848,"['4.41', '533']",2,4.41,533.0
투다리 대치본점,"오뎅,꼬치",1330905621,"['4.98', '409']",2,4.98,409.0
칠랑고,"멕시코,남미음식",707597914,"['4.58', '674']",2,4.58,674.0
이승재참치,일식당,1639596346,"['4.7', '999']",2,4.7,999.0
이가네양꼬치 대치점,양꼬치,1630216914,"['4.47', '357']",2,4.47,357.0
풍년집 선릉점,한식,30916873,"['4.43', '889']",2,4.43,889.0
명랑회관 선릉점,돼지고기구이,37408131,"['4.72', '999']",2,4.72,999.0
창포,한식,13323600,"['4.39', '999']",2,4.39,999.0
대치동 함흥면옥,냉면,33874674,"['4.32', '999']",2,4.32,999.0
모구모구돈부리,일식당,1067678037,['400'],1,,400.0
레이어스튜디오,"카페,디저트",1683782400,"['4.37', '751']",2,4.37,751.0
국제시장해장국,국밥,1204532904,"['4.4', '345']",2,4.4,345.0
유명환 선산곱창,"곱창,막창,양",1525790524,['178'],1,,178.0
앙떼띠 커피로스터리,카페,1931206028,"['4.61', '619']",2,4.61,619.0
이비가짬뽕 대치점,중식당,1297726044,['957'],1,,957.0
상록수 선릉점,돼지고기구이,1021725079,['225'],1,,225.0
한성양꼬치,양꼬치,539185018,"['4.44', '372']",2,4.44,372.0
밀각 대치직영점,"족발,보쌈",1174418653,['255'],1,,255.0
마라테이블,중식당,1351507296,"['4.58', '976']",2,4.58,976.0
키친바락,일식당,1654443385,"['4.49', '321']",2,4.49,321.0
마라차이즈,중식당,1764629326,"['4.52', '721']",2,4.52,721.0
길농원 대치점,오리요리,34520779,"['4.1', '432']",2,4.1,432.0
우밀가 대치본점,국수,355849071,"['4.23', '517']",2,4.23,517.0
갓포아키 삼성점,일식당,1491683807,"['4.5', '305']",2,4.5,305.0
우노,한식,36734951,"['4.46', '561']",2,4.46,561.0
오발탄 대치점,"곱창,막창,양",1176653325,"['4.3', '181']",2,4.3,181.0
꿀때기곱창 선릉본점,"곱창,막창,양",1298360185,"['4.68', '291']",2,4.68,291.0
전가,요리주점,37996954,"['4.57', '283']",2,4.57,283.0
수하동 본점,"곰탕,설렁탕",1336995247,['312'],1,,312.0
닭장수후라이드 대치점,닭장수후라이드,1523707260,"['4.88', '120']",2,4.88,120.0
영심이와SECOND bar,바(BAR),21581784,"['4.53', '374']",2,4.53,374.0
에머이 한티점,베트남음식,1283235664,"['4.34', '418']",2,4.34,418.0
랜돌프비어 대치점,"맥주,호프",1225859668,"['4.48', '148']",2,4.48,148.0
타타스베이글 선릉점,베이커리,1166510356,['178'],1,,178.0
동래복국,복어요리,31519774,"['4.37', '290']",2,4.37,290.0
스시유,"초밥,롤",11486499,['413'],1,,413.0
본죽&비빔밥cafe 대치롯데점,죽,1795146212,"['4.55', '489']",2,4.55,489.0
김태완스시,"초밥,롤",1930972958,"['4.33', '797']",2,4.33,797.0
숙달돼지 삼성점,돼지고기구이,1955241774,"['4.44', '344']",2,4.44,344.0
미래향,중식당,34344857,"['4.37', '904']",2,4.37,904.0
양산도 대치점,"장어,먹장어요리",1431650655,['144'],1,,144.0
연어꼬꼬,생선회,1968424067,['41'],1,,41.0
남파고택 롯데백화점 강남점,한식,1969252815,"['4.43', '430']",2,4.43,430.0
동인동,"육류,고기요리",18466362,['568'],1,,568.0
마케집 선릉점,생선회,1334078812,['216'],1,,216.0
커피진심베이커리,베이커리,1897670703,"['4.83', '322']",2,4.83,322.0
분틀,국수,1619914936,"['4.16', '797']",2,4.16,797.0
겐비이자카야,이자카야,1567375704,"['4.55', '316']",2,4.55,316.0
서울삼겹,"육류,고기요리",1931880682,['91'],1,,91.0
이가네양꼬치 선릉점,양꼬치,1519308537,"['4.66', '249']",2,4.66,249.0
카페인더무드 대치점,브런치,1340882296,"['4.73', '191']",2,4.73,191.0
부엉이식당,돈가스,1000937514,"['4.38', '455']",2,4.38,455.0
히라이,중식당,13052928,"['4.47', '535']",2,4.47,535.0
철수네포장마차,포장마차,13485012,"['4.5', '142']",2,4.5,142.0
하남돼지집 선릉1호점,돼지고기구이,36444497,"['4.37', '707']",2,4.37,707.0
커피마마퀸 선릉점,"카페,디저트",1044996278,"['4.55', '999']",2,4.55,999.0
뚜레쥬르 카페 대치점,베이커리,1000678582,['999'],1,,999.0
풍년집 대치점,소고기구이,13574747,"['4.49', '339']",2,4.49,339.0
택이네 조개전골 대치점,한식,1017340408,"['4.54', '246']",2,4.54,246.0
한스 선릉점,카페,1987631462,"['4.88', '105']",2,4.88,105.0
노크노크,브런치,37927487,"['4.34', '386']",2,4.34,386.0
스타벅스 한티역점,카페,33980299,"['4.45', '999']",2,4.45,999.0
스시치우,"초밥,롤",1474270871,"['4.84', '229']",2,4.84,229.0
자연산횟집,생선회,35013085,"['4.52', '299']",2,4.52,299.0
88노가리 선릉본점,"맥주,호프",1100044434,"['4.26', '324']",2,4.26,324.0
김셰프의도시어부,일식당,21515388,"['4.18', '219']",2,4.18,219.0
철따라자연산,한식,1354431463,"['4.45', '245']",2,4.45,245.0
그때그집,"족발,보쌈",32259828,"['4.63', '190']",2,4.63,190.0
진티엔,"딤섬,중식만두",1152517187,"['4.12', '180']",2,4.12,180.0
소호정 대치점,국수,31259558,"['4.4', '520']",2,4.4,520.0
던킨 선릉역점,도넛,11803565,"['4.44', '999']",2,4.44,999.0
이봉,한식,18573957,"['4.27', '153']",2,4.27,153.0
SHUCK,굴요리,1958888731,['12'],1,,12.0
고반식당 선릉점,돼지고기구이,38667568,"['4.3', '881']",2,4.3,881.0
마부육전,한식,1072761220,"['4.41', '667']",2,4.41,667.0
롤링파스타 대치점,이탈리아음식,1697733808,['497'],1,,497.0
빠완,중식당,1749145839,"['4.21', '560']",2,4.21,560.0
긴자카레,카레,1094704999,"['4.3', '151']",2,4.3,151.0
히노아지 포스코센터점,일본식라면,1152703637,"['4.27', '286']",2,4.27,286.0
마라품격,중식당,1567796201,['189'],1,,189.0
미스꼬레아,한식,1650035066,"['4.46', '358']",2,4.46,358.0
노브랜드피자 대치점,피자,1289432740,['416'],1,,416.0
