restaurant,tag,url,review,len,rating,count
쭈꾸미랩소디 강남점,주꾸미요리,1493818151,"['4.41', '999']",2,4.41,999.0
서울북카페 욕망의북카페,북카페,1313295051,"['4.88', '999']",2,4.88,999.0
우시야 역삼점,소고기구이,1792142465,"['4.66', '509']",2,4.66,509.0
와인바 더휴일 역삼점,와인,1847053653,['609'],1,,609.0
이도곰탕 본점,"곰탕,설렁탕",20454572,"['4.43', '999']",2,4.43,999.0
마구로동우니도,일식당,1211144139,['71'],1,,71.0
아브라소812,와인,32465286,"['4.64', '999']",2,4.64,999.0
램브란트 강남N점,양갈비,1587786563,['999'],1,,999.0
노란상소갈비 강남역점,소고기구이,1457969026,"['4.39', '765']",2,4.39,765.0
츄라우미 역삼본점,이자카야,234267045,"['4.45', '859']",2,4.45,859.0
고기꾼김춘배 강남점,돼지고기구이,37837518,"['4.47', '999']",2,4.47,999.0
라그릴리아 SPC스퀘어점,이탈리아음식,35271642,['999'],1,,999.0
베이커리로컬 강남역점,베이커리,1960037085,"['4.41', '999']",2,4.41,999.0
틴틴 강남점,이탈리아음식,1063726682,['999'],1,,999.0
bd버거 강남,햄버거,1919827454,['321'],1,,321.0
동화고옥 강남N점,한식,1058783585,['999'],1,,999.0
무한숯불양꼬치&훠궈,양꼬치,991858885,"['4.76', '999']",2,4.76,999.0
알타쿠치나 by 녁,양식,1531869219,"['4.37', '320']",2,4.37,320.0
라비옥,소고기구이,1210249672,"['4.59', '999']",2,4.59,999.0
동방미식,중식당,1287244420,"['4.63', '381']",2,4.63,381.0
스시키,"초밥,롤",38576093,"['4.63', '400']",2,4.63,400.0
센야 본점,이자카야,33238541,"['4.55', '234']",2,4.55,234.0
스시메이진 강남점,"일식,초밥뷔페",1937576813,"['4.06', '999']",2,4.06,999.0
육전식당 4호점,"육류,고기요리",94725546,"['4.48', '999']",2,4.48,999.0
강강술래 역삼점,"육류,고기요리",11589288,"['4.36', '999']",2,4.36,999.0
문화시민 서울,"카페,디저트",1442991337,['413'],1,,413.0
올바른스시 강남역점,"초밥,롤",1777519480,"['4.61', '999']",2,4.61,999.0
쏭타이 역삼점,태국음식,1286616903,"['4.55', '918']",2,4.55,918.0
은하수,일식당,1148857962,"['4.63', '721']",2,4.63,721.0
동두천솥뚜껑삼겹살 강남역점,돼지고기구이,866289572,"['4.35', '999']",2,4.35,999.0
연남토마 강남점,퓨전음식,1067145031,"['4.57', '999']",2,4.57,999.0
프레임 바이로찌,"카페,디저트",1170845361,['139'],1,,139.0
강남랭겹 강남점,"육류,고기요리",1111316664,"['4.74', '999']",2,4.74,999.0
갈비다움 역삼본점,갈비탕,1963009739,"['4.65', '999']",2,4.65,999.0
더달달,"카페,디저트",21082407,"['4.5', '999']",2,4.5,999.0
이썸,바(BAR),1076762436,"['4.52', '703']",2,4.52,703.0
블루문 탭하우스,"맥주,호프",1014355254,"['4.61', '413']",2,4.61,413.0
회장님댁 강남역점,요리주점,1063761973,['600'],1,,600.0
겟썸커피 Downstairs,"카페,디저트",1382019243,"['4.51', '999']",2,4.51,999.0
신바시만텐 본점,이자카야,85674146,"['3.95', '382']",2,3.95,382.0
또보겠지떡볶이집 강남헬로몽키점,분식,1099524893,"['4.65', '999']",2,4.65,999.0
비어룸,이탈리아음식,450731592,"['4.51', '999']",2,4.51,999.0
워너비대구,한식,1062521356,['288'],1,,288.0
나폴리회관 강남역점,이탈리아음식,254053959,"['4.29', '999']",2,4.29,999.0
무한미니훠궈,중식당,1182362483,['189'],1,,189.0
화기애애,"육류,고기요리",37704319,"['4.64', '999']",2,4.64,999.0
칙바이칙 강남역점,햄버거,1312851479,['999'],1,,999.0
보배반점 강남직영점,중식당,1815603026,['638'],1,,638.0
대려도,중식당,12008857,"['4.31', '748']",2,4.31,748.0
오스틴,"스테이크,립",37021055,"['4.35', '999']",2,4.35,999.0
중경마라탕 강남역점,중식당,1761717994,"['4.53', '999']",2,4.53,999.0
매화도삭면,중식당,1622149161,['292'],1,,292.0
테이블스,베이커리,38232590,"['4.42', '999']",2,4.42,999.0
마유유 마라탕 강남역점,중식당,1099956877,"['5', '525']",2,5,525.0
나즈드라비,"맥주,호프",37634160,"['4.65', '943']",2,4.65,943.0
참맛집,한식,1450850482,"['4.69', '172']",2,4.69,172.0
정통집 강남점,돼지고기구이,1488044100,"['4.24', '846']",2,4.24,846.0
수플레 팬케이크 소과당 본점,"카페,디저트",1689410898,"['4.53', '213']",2,4.53,213.0
미즈컨테이너 강남 이스트,이탈리아음식,33878483,"['4.51', '999']",2,4.51,999.0
해담채 강남점,한정식,1482792279,"['4.41', '999']",2,4.41,999.0
로흐,"카페,디저트",1203069267,"['4.82', '589']",2,4.82,589.0
카페온화 강남점,카페,1483295656,"['4.63', '996']",2,4.63,996.0
한성양꼬치 강남점,양꼬치,35407703,"['4.61', '733']",2,4.61,733.0
훠궈나라 강남점,중식당,1912721792,"['4.39', '999']",2,4.39,999.0
신도세기,돼지고기구이,1531802669,"['4.24', '999']",2,4.24,999.0
고쿠텐 강남역점,일식당,1232886749,"['4.37', '999']",2,4.37,999.0
아방궁,중식당,35553533,"['4.29', '999']",2,4.29,999.0
육랩,"육류,고기요리",1945367836,"['4.99', '528']",2,4.99,528.0
스시산원 청,"초밥,롤",38491257,"['4.58', '628']",2,4.58,628.0
가가솥밥 강남점,한식,1257285078,['798'],1,,798.0
강남 돼지상회 무한리필,돼지고기구이,37653872,"['4.63', '999']",2,4.63,999.0
두레국수,국수,18394397,"['4.29', '804']",2,4.29,804.0
어로장,한식,1709911487,"['4.53', '735']",2,4.53,735.0
해담 아구찜&해물찜,"아귀찜,해물찜",1256984199,['306'],1,,306.0
비놀릭,와인,1262599736,"['4.41', '880']",2,4.41,880.0
아우어베이커리 역삼점,베이커리,1778692759,['110'],1,,110.0
레스토랑 알렌,프랑스음식,1757111290,"['204', '2023']",2,204,2023.0
이도,이자카야,1207281274,"['4.64', '283']",2,4.64,283.0
꼼다비뛰드,베이커리,1167481100,"['4.8', '977']",2,4.8,977.0
온돌 더프라임 강남점,"육류,고기요리",1420667896,"['4.53', '999']",2,4.53,999.0
노보텔 앰배서더 서울 강남 더스퀘어,뷔페,11717509,"['4.33', '776']",2,4.33,776.0
마초갈비 선릉점,"육류,고기요리",1355523450,"['24', '999']",2,24,999.0
하이퍼서울,바(BAR),1648528413,"['4.27', '339']",2,4.27,339.0
육시리 역삼직영점,돼지고기구이,1541340038,"['4.3', '999']",2,4.3,999.0
봉우리 역삼본점,한정식,21666541,"['4.09', '999']",2,4.09,999.0
너무한육회연어,한식,1138717196,"['4.56', '999']",2,4.56,999.0
멜로우가든,양식,1245209980,"['4.77', '726']",2,4.77,726.0
윤화돈까스,돈가스,13100219,"['4.36', '999']",2,4.36,999.0
까사생갈비,"육류,고기요리",593588180,"['4.75', '999']",2,4.75,999.0
인포메이션카페,"카페,디저트",1181538645,"['4.45', '871']",2,4.45,871.0
청담이상 강남역점,이자카야,1706979043,['642'],1,,642.0
켄홈1991,이자카야,38337286,"['4.75', '209']",2,4.75,209.0
두껍삼 역삼직영점,돼지고기구이,619673845,['999'],1,,999.0
대진도원참치 강남역점,생선회,1008611365,['619'],1,,619.0
신데렐라롱 강남본점,베이커리,1087741456,['933'],1,,933.0
청수횟집,생선회,1585221663,"['4.3', '316']",2,4.3,316.0
아올,"육류,고기요리",1012463265,"['4.72', '515']",2,4.72,515.0
이여곰탕 역삼점,"곰탕,설렁탕",1750508359,['689'],1,,689.0
칸나닭집,닭갈비,1872266023,"['4.57', '234']",2,4.57,234.0
하우마라탕,중식당,1594423995,"['4.5', '999']",2,4.5,999.0
스시마이우 강남CGV점,"초밥,롤",38278847,"['4.55', '999']",2,4.55,999.0
제주은희네해장국 강남역점,해장국,1795348155,"['4.33', '930']",2,4.33,930.0
찬란한아구 강남본점,"아귀찜,해물찜",1506437174,"['24', '958']",2,24,958.0
강남보물섬,생선회,33236530,"['4.06', '348']",2,4.06,348.0
강남 원주추어탕,추어탕,11861330,"['4.28', '999']",2,4.28,999.0
맛있는제주,한식,38667405,"['4.31', '187']",2,4.31,187.0
일품각 역삼동점,양꼬치,13109242,"['4.36', '560']",2,4.36,560.0
루프808,바(BAR),1488226670,"['4.37', '999']",2,4.37,999.0
스시마카세 역삼점,일식당,1491984679,['945'],1,,945.0
오리지널시카고피자 강남점,피자,32349117,"['4.26', '999']",2,4.26,999.0
범골,한식,1153032826,['103'],1,,103.0
아방베이커리 센터필드점,베이커리,1414144071,['845'],1,,845.0
교대이층집 강남역점,"육류,고기요리",1010367000,"['4.41', '599']",2,4.41,599.0
을밀대 강남점,냉면,13455431,"['4.31', '999']",2,4.31,999.0
스시마이우 선릉역점,"초밥,롤",20625816,"['4.18', '999']",2,4.18,999.0
스타벅스 강남R점,카페,1086067689,"['4.51', '999']",2,4.51,999.0
보스켓,양식,1672422189,"['4.66', '903']",2,4.66,903.0
29펍 UK Classic 2호점,요리주점,79841163,"['4.38', '657']",2,4.38,657.0
탄탄면공방 강남점,아시아음식,1951217777,"['4.45', '999']",2,4.45,999.0
도키메이테,일식당,1367890809,"['4.41', '327']",2,4.41,327.0
피그인더가든 강남점,"다이어트,샐러드",1127093454,"['4.31', '999']",2,4.31,999.0
별양집,"곱창,막창,양",19872940,"['4.49', '999']",2,4.49,999.0
매우매오 강남역본점,"육류,고기요리",974872496,"['4.69', '999']",2,4.69,999.0
바스버거 역삼점,햄버거,38403519,"['4.5', '999']",2,4.5,999.0
무공돈까스 강남점,돈가스,20850949,"['4.28', '999']",2,4.28,999.0
국제수입식당 본점,"육류,고기요리",1256460481,['999'],1,,999.0
조개사냥 역삼점,조개요리,13392779,"['4.7', '357']",2,4.7,357.0
만월,중식당,1236542296,"['4.37', '470']",2,4.37,470.0
조선델리 더 부티크,베이커리,1143697476,"['4.56', '605']",2,4.56,605.0
바이투헤븐,햄버거,1854212084,"['4.4', '999']",2,4.4,999.0
1914 라운지&바,바(BAR),1239686505,"['4.43', '865']",2,4.43,865.0
비랩,바(BAR),52053289,"['4.36', '179']",2,4.36,179.0
알라보 강남점,"다이어트,샐러드",1197358723,"['4.44', '999']",2,4.44,999.0
우미돈 블랙,소고기구이,1557839868,['42'],1,,42.0
무슈벤자민,프랑스음식,1375757532,['151'],1,,151.0
스시산원 반주헌,요리주점,1219317289,"['4.27', '308']",2,4.27,308.0
창고43 역삼점,소고기구이,38338586,"['4.5', '846']",2,4.5,846.0
랭맥,"맥주,호프",1501849678,"['4.29', '798']",2,4.29,798.0
크리에잇쿠키 역삼점,"카페,디저트",64166808,"['4.53', '999']",2,4.53,999.0
수수커피 강남N타워점,"카페,디저트",1257199251,"['4.38', '910']",2,4.38,910.0
온수반 역삼점,한식,1744314513,['101'],1,,101.0
커먼위켄드,브런치,1414082276,['559'],1,,559.0
핑크솔740,이탈리아음식,36561292,"['4.54', '999']",2,4.54,999.0
구시야끼에독코,이자카야,20601661,"['4.55', '177']",2,4.55,177.0
뽕족 강남역본점,"족발,보쌈",1091575912,"['4.53', '645']",2,4.53,645.0
조선파스타 역삼직영점,"스파게티,파스타전문",1841434131,['44'],1,,44.0
빈스플,"카페,디저트",20332418,"['4.38', '999']",2,4.38,999.0
오늘와인한잔 강남점,와인,1985953793,"['4.4', '722']",2,4.4,722.0
돈육지존,"육류,고기요리",1785772528,"['4.46', '599']",2,4.46,599.0
세겹,돼지고기구이,1194706903,"['4.75', '410']",2,4.75,410.0
청춘어람,생선회,1558231272,"['4.64', '540']",2,4.64,540.0
고투웍 강남CGV점,중식당,1781265653,['73'],1,,73.0
빌리엔젤 강남역점,케이크전문,37387533,"['4.33', '999']",2,4.33,999.0
서울로인 강남N점,한식,1395699241,['999'],1,,999.0
다온정,한정식,35516400,"['4.42', '999']",2,4.42,999.0
자르뎅페르뒤,양식,13150041,"['4.71', '546']",2,4.71,546.0
류마,소고기구이,1389959561,"['4.83', '375']",2,4.83,375.0
천용,중식당,11621343,"['4.37', '808']",2,4.37,808.0
더뭉티기 역삼,한식,1280143184,"['4.47', '782']",2,4.47,782.0
참치공방 강남점,생선회,87710088,"['4.29', '999']",2,4.29,999.0
근성순대,한식,1267519839,"['4.57', '200']",2,4.57,200.0
지오바네커피,"카페,디저트",1855226419,"['4.83', '633']",2,4.83,633.0
삼정하누,한식,35559765,"['4.46', '387']",2,4.46,387.0
접객,요리주점,1054113765,"['4.71', '243']",2,4.71,243.0
스트릿 SPC스퀘어점,아시아음식,1815698871,"['4.33', '999']",2,4.33,999.0
아실라,와인,20123101,"['4.42', '999']",2,4.42,999.0
오봉집 강남역점,한식,1862044122,['349'],1,,349.0
브릭샌드 강남역점,"카페,디저트",1029909910,['999'],1,,999.0
번패티번 강남점,햄버거,1531094421,['392'],1,,392.0
미스트 강남점,돈가스,1283852107,['557'],1,,557.0
우미돈,"육류,고기요리",1965067575,['344'],1,,344.0
후라토식당 역삼점,일식당,1726910546,['422'],1,,422.0
벙커616,"카페,디저트",1859707744,['186'],1,,186.0
문어랑 상록점,"해물,생선요리",36523164,['827'],1,,827.0
프라텔리,"카페,디저트",1541598703,['99'],1,,99.0
일미리금계찜닭 선릉점,찜닭,36520116,"['4.37', '999']",2,4.37,999.0
하노이스토리,베트남음식,1045983242,"['4.47', '809']",2,4.47,809.0
호샤퀴테리에,양식,1408248574,"['4.68', '790']",2,4.68,790.0
엘빈에비뉴라운지,바(BAR),1642763510,['244'],1,,244.0
땅코참숯구이 역삼점,돼지고기구이,1313376910,"['4.59', '634']",2,4.59,634.0
거자필반 역삼점,"곰탕,설렁탕",1282987678,"['4.15', '161']",2,4.15,161.0
이자카야 나무,이자카야,33078149,"['4.47', '870']",2,4.47,870.0
스시쇼우키,"초밥,롤",36605038,"['4.48', '322']",2,4.48,322.0
나이티지,"치킨,닭강정",1255704256,"['4.79', '999']",2,4.79,999.0
수라선 역삼,한정식,697597999,"['4.36', '999']",2,4.36,999.0
이자카야나무 강남역2호점,이자카야,36301743,"['4.4', '999']",2,4.4,999.0
송추가마골인어반 강남점,"육류,고기요리",1996160834,"['4.39', '910']",2,4.39,910.0
동해수산,생선회,21710664,"['4.24', '747']",2,4.24,747.0
브라운홀릭,카페,20561475,"['4.45', '999']",2,4.45,999.0
오늘와인한잔 강남역1번출구점,와인,1457573890,"['4.7', '461']",2,4.7,461.0
평화다방 강남역점,"카페,디저트",1084077266,"['4.26', '999']",2,4.26,999.0
연우,중식당,20627330,['242'],1,,242.0
카페 아이보르,"카페,디저트",1442596385,['12'],1,,12.0
덴키,일식당,1297421035,['57'],1,,57.0
로마옥 도곡,이탈리아음식,1786476142,"['4.57', '999']",2,4.57,999.0
오리지널팬케이크하우스 도곡점,양식,1244381474,['999'],1,,999.0
포브라더스 도곡점,베트남음식,21732929,"['4.41', '999']",2,4.41,999.0
도쿄등심 도곡점,소고기구이,1356807025,"['4.79', '999']",2,4.79,999.0
안남,베트남음식,530488654,"['4.47', '999']",2,4.47,999.0
김영모과자점 도곡타워점,베이커리,12447840,"['4.47', '999']",2,4.47,999.0
언노운다이너,이탈리아음식,31564605,['281'],1,,281.0
양인환대,"육류,고기요리",234208683,"['4.48', '838']",2,4.48,838.0
브라이언스커피,"카페,디저트",34259240,['999'],1,,999.0
뱅뱅막국수,국수,33964233,"['4.69', '999']",2,4.69,999.0
풀몬티,양식,1855394647,['148'],1,,148.0
스지옥,"곰탕,설렁탕",1555313202,['34'],1,,34.0
뽕사부 도곡점,중식당,1762994325,"['4.29', '999']",2,4.29,999.0
하영호신촌설렁탕 본점,"곰탕,설렁탕",10985460,"['4.41', '999']",2,4.41,999.0
반반케이크,베이커리,1423663555,"['4.78', '276']",2,4.78,276.0
리베르떼,프랑스음식,19877674,"['4.71', '999']",2,4.71,999.0
원스타 올드패션드 햄버거,햄버거,1635037172,"['4.46', '999']",2,4.46,999.0
곱창왕김형제 양재역본점,"곱창,막창,양",1886378828,"['4.64', '999']",2,4.64,999.0
미면정 양재칼국수 샤브샤브,샤브샤브,1017653627,"['4.71', '999']",2,4.71,999.0
설국,일식당,18593840,"['4.53', '206']",2,4.53,206.0
미카도스시 양재역점,"초밥,롤",922555047,"['4.34', '528']",2,4.34,528.0
삼식이감자탕뼈해장국,감자탕,37326967,"['4.36', '785']",2,4.36,785.0
무화잠 강남점,게요리,18783735,"['4.35', '999']",2,4.35,999.0
마누테라스,양식,1528536629,"['4.7', '799']",2,4.7,799.0
미에뜨,이탈리아음식,1287496631,"['4.46', '812']",2,4.46,812.0
그린네 은쟁반,종합분식,20601502,"['4.25', '847']",2,4.25,847.0
매드포갈릭 도곡점,이탈리아음식,18555629,"['4.4', '999']",2,4.4,999.0
플레어비 도곡점,브런치,1587609638,"['4.41', '999']",2,4.41,999.0
원포셰 에스프레소바,"카페,디저트",1510819348,['248'],1,,248.0
더쿤스트,"카페,디저트",1222623753,['251'],1,,251.0
양재초밥,"초밥,롤",1662252522,"['4.51', '562']",2,4.51,562.0
minu c,양식,1045421282,"['4.58', '379']",2,4.58,379.0
국미당,종합분식,35155951,"['4.37', '869']",2,4.37,869.0
음 이터리,양식,1064965916,['206'],1,,206.0
난지당,한식,35678524,"['4.7', '999']",2,4.7,999.0
홍팥집 양재점,"카페,디저트",1119129424,"['4.47', '999']",2,4.47,999.0
도곡 미주리,한식,1435548790,"['4.55', '288']",2,4.55,288.0
홀리차우 도곡점,중식당,13370773,"['4.27', '775']",2,4.27,775.0
타이쇼,이자카야,13348519,"['4.66', '748']",2,4.66,748.0
이가네양꼬치 양재역직영점,양꼬치,1944962798,['324'],1,,324.0
비플레이트 바이 브라운브레드,베이커리,19866400,"['4.5', '751']",2,4.5,751.0
참족,"족발,보쌈",38226320,"['4.78', '999']",2,4.78,999.0
답다,한식,1350728008,"['4.53', '999']",2,4.53,999.0
피끄니크,"다이어트,샐러드",1037966057,"['4.61', '975']",2,4.61,975.0
도곡 한우소머리국밥,국밥,31663241,"['4.45', '547']",2,4.45,547.0
심재 도곡,"카페,디저트",1271906428,"['4.46', '949']",2,4.46,949.0
타워차이 본점,중식당,11709263,"['4.35', '513']",2,4.35,513.0
마포집,돼지고기구이,19882458,"['4.42', '999']",2,4.42,999.0
퀸즈 블러바드,"멕시코,남미음식",1156931389,"['4.49', '999']",2,4.49,999.0
cuisson82,프랑스음식,21407004,"['4.52', '956']",2,4.52,956.0
청담옥,한식,63353664,"['4.23', '660']",2,4.23,660.0
마봉양꼬치 매봉점,양꼬치,38011100,"['4.52', '619']",2,4.52,619.0
샤브미 도곡동점,샤브샤브,11683543,"['4.45', '284']",2,4.45,284.0
니꾸바키라,"육류,고기요리",1987901281,"['4.9', '150']",2,4.9,150.0
카페비밀,브런치,1545491074,"['4.62', '528']",2,4.62,528.0
제레미버거,햄버거,35307516,"['4.59', '965']",2,4.59,965.0
천향,중식당,1300124326,"['4.39', '604']",2,4.39,604.0
도곡스시,"초밥,롤",1129871619,['108'],1,,108.0
호두까끼형제,베이커리,1032426511,"['4.68', '693']",2,4.68,693.0
진대감 도곡점,소고기구이,33741142,"['4.49', '999']",2,4.49,999.0
해품장팔팔장어 도곡점,"장어,먹장어요리",1017545810,['196'],1,,196.0
존쿡델리미트 시그니처점,양식,1412678172,"['4.14', '568']",2,4.14,568.0
백마 김씨네 도곡본점,"육류,고기요리",11887797,['867'],1,,867.0
레아,양식,1418523708,"['4.4', '173']",2,4.4,173.0
와인 쉬어리,와인,1910225724,"['4.86', '93']",2,4.86,93.0
페르에피스,카페,13573782,"['4.47', '999']",2,4.47,999.0
클라우즈비,"카페,디저트",1461931148,"['4.53', '999']",2,4.53,999.0
카츠오우 도곡점,돈가스,1003690665,"['4.5', '994']",2,4.5,994.0
경복궁 도곡점,"육류,고기요리",13433563,['742'],1,,742.0
키노에다,이자카야,1730711062,"['4.94', '179']",2,4.94,179.0
생어거스틴 도곡점,아시아음식,32873729,"['4.07', '942']",2,4.07,942.0
순리대로 강남도곡본점,"순대,순댓국",1851351813,['764'],1,,764.0
니혼슈바 슈토,일식당,36538658,"['4.69', '473']",2,4.69,473.0
엘쁠라또,스페인음식,1252466426,['69'],1,,69.0
전주콩뿌리콩나물국밥 도곡점,국밥,21559094,"['4.35', '907']",2,4.35,907.0
국고집,한식,1034622849,"['4.35', '785']",2,4.35,785.0
엔젤스가든 강남직영점,"카페,디저트",1440283467,['80'],1,,80.0
파리크라상 도곡점,베이커리,30824672,"['4.43', '999']",2,4.43,999.0
벽제갈비 타워팰리스점,소고기구이,12973777,"['4.51', '249']",2,4.51,249.0
사리원 도곡점,"육류,고기요리",11710938,"['4.41', '368']",2,4.41,368.0
올디너리모먼트,"카페,디저트",1297964223,"['4.8', '433']",2,4.8,433.0
시트롱,베이커리,1167531735,"['4.48', '325']",2,4.48,325.0
룸서비스301,"카페,디저트",1129758054,['999'],1,,999.0
사람사는 고깃집 김일도 도곡점,"육류,고기요리",1843290186,"['4.52', '605']",2,4.52,605.0
카페톨릭스,와인,36640163,"['4.3', '405']",2,4.3,405.0
다돈식당,돼지고기구이,1765708831,"['4.64', '482']",2,4.64,482.0
풍류랑,햄버거,1809480572,"['4.22', '439']",2,4.22,439.0
봄에한우,소고기구이,36768557,"['4.38', '414']",2,4.38,414.0
라드레쎄,프랑스음식,34098112,"['4.77', '256']",2,4.77,256.0
근이네 조개전골,조개요리,1807443956,"['4.29', '201']",2,4.29,201.0
랑랑케이크,케이크전문,1634109402,['122'],1,,122.0
무쏘 도곡점,소고기구이,1282460598,"['4.02', '247']",2,4.02,247.0
지세포,생선회,1278613093,['238'],1,,238.0
도시문,바(BAR),1309442112,"['4.75', '55']",2,4.75,55.0
아티제 타워팰리스점,카페,11595786,"['4.36', '999']",2,4.36,999.0
효미역 도곡본점,한식,1564555464,"['4.13', '930']",2,4.13,930.0
아리노마마,이자카야,31186755,"['4.68', '353']",2,4.68,353.0
청담제주물항 도곡점,한식,1443174636,"['5', '154']",2,5,154.0
칠선장원,중식당,13042377,"['4.35', '377']",2,4.35,377.0
네모오징어 도곡본점,오징어요리,35727428,"['4.43', '569']",2,4.43,569.0
커피다운 도곡본점,"카페,디저트",1755731556,['124'],1,,124.0
평양면옥 도곡점,냉면,34882345,"['4.28', '999']",2,4.28,999.0
해우리 도곡본점,한정식,1112335969,['397'],1,,397.0
마린포차 강남점,포장마차,220894423,"['4.49', '209']",2,4.49,209.0
잇생,"다이어트,샐러드",1401886462,['182'],1,,182.0
일로 파스타,이탈리아음식,1326314799,"['4.38', '199']",2,4.38,199.0
에머이 양재역점,베트남음식,1234521874,"['4.34', '999']",2,4.34,999.0
타워차이 타워팰리스점,중식당,37766384,"['4.45', '317']",2,4.45,317.0
잰부닥,돼지고기구이,31600260,"['4.07', '712']",2,4.07,712.0
생강김밥 본점,김밥,1775159542,['999'],1,,999.0
양촌리 화로구이 도곡점,"육류,고기요리",13150396,"['24', '854']",2,24,854.0
에뚜아르,양식,1158316735,['102'],1,,102.0
광화문국밥 도곡점,국밥,1597181512,['186'],1,,186.0
메디치에카페,"카페,디저트",1695619995,"['4.52', '313']",2,4.52,313.0
리스토랑,와인,1158957133,"['4.82', '299']",2,4.82,299.0
코지로,이자카야,37695716,"['4.44', '379']",2,4.44,379.0
미스터피자 양재점,피자,1285864536,"['4.47', '215']",2,4.47,215.0
사위식당 도곡점,"곱창,막창,양",1701793098,"['4.43', '322']",2,4.43,322.0
도곡여울,요리주점,1351442011,"['4.69', '90']",2,4.69,90.0
누올리언스,양식,1544006651,"['4.5', '172']",2,4.5,172.0
스타벅스 양재강남빌딩R점,카페,1327326036,"['4.55', '999']",2,4.55,999.0
어반진지 도곡본점,"해물,생선요리",1180001435,"['4.32', '361']",2,4.32,361.0
하츠코이 오카,일식당,33244184,"['4.37', '254']",2,4.37,254.0
봉시김치찌개,"찌개,전골",1603401627,"['4.53', '370']",2,4.53,370.0
오가네족발 본점,"족발,보쌈",20854829,"['4.49', '281']",2,4.49,281.0
고래똥,포장마차,1035640949,"['4.72', '109']",2,4.72,109.0
설천 와인하우스,와인,1484120337,"['4.9', '735']",2,4.9,735.0
히노카츠,돈가스,1793575614,['134'],1,,134.0
찰미당 양재천점,돈가스,1898283395,"['4.1', '515']",2,4.1,515.0
앤플로우 커피,"카페,디저트",1554549945,"['4.45', '410']",2,4.45,410.0
센도수산진,일식당,1897833809,['18'],1,,18.0
두두컴퍼니,한식,36690429,"['4.36', '392']",2,4.36,392.0
설성목장 타워팰리스점,소고기구이,37271930,"['4.36', '216']",2,4.36,216.0
다목당,요리주점,1278436155,"['4.9', '264']",2,4.9,264.0
신주닭발,닭발,36763074,"['4.59', '115']",2,4.59,115.0
파리바게뜨 양재본점,베이커리,11684212,"['4.41', '999']",2,4.41,999.0
작품 파스타&피자,이탈리아음식,1166710113,"['4.73', '209']",2,4.73,209.0
아낙감 본점,한식,31608004,"['4.54', '385']",2,4.54,385.0
우주,한식,1391131992,['10'],1,,10.0
티엔프루프,바(BAR),1692149118,"['4.71', '160']",2,4.71,160.0
별난횟집,한식,1913109921,['20'],1,,20.0
명성이자자한국시집,국수,20601150,"['4.38', '524']",2,4.38,524.0
아벡제이베이커리,베이커리,1338483713,"['4.62', '269']",2,4.62,269.0
그안에맛있는이탈리안,이탈리아음식,11886670,"['4.33', '306']",2,4.33,306.0
삼곱식당 매봉점,"곱창,막창,양",1262674479,"['4.45', '370']",2,4.45,370.0
프레스카29 커피,카페,33561110,"['4.36', '360']",2,4.36,360.0
스시카와,"초밥,롤",37883085,"['4.47', '198']",2,4.47,198.0
이가네양꼬치 매봉점,양꼬치,1477556252,"['4.63', '195']",2,4.63,195.0
카페올로,카페,33239811,"['4.42', '962']",2,4.42,962.0
타르틴 베이커리 도곡점,베이커리,1227227832,"['4.56', '230']",2,4.56,230.0
연안식당 양재역점,"해물,생선요리",1603505864,"['4.24', '655']",2,4.24,655.0
라 퀴진 도곡 458,프랑스음식,1140533850,"['4.24', '77']",2,4.24,77.0
젠틀커피,카페,30805394,"['4.43', '999']",2,4.43,999.0
우츠와 도곡점,일식당,1554746330,"['4.38', '102']",2,4.38,102.0
육즙관리소 양재역점,돼지고기구이,1672141709,['129'],1,,129.0
미타니야 타워점,일식당,19882466,"['4.26', '429']",2,4.26,429.0
키퍼스마켓,"카페,디저트",1091635888,"['5', '109']",2,5,109.0
스타벅스 SSG마켓도곡R점,카페,1636275555,"['4.47', '999']",2,4.47,999.0
한강수,정육식당,13483118,"['4.25', '102']",2,4.25,102.0
말죽거리옛날통닭 강남양재역점,"치킨,닭강정",1877799482,"['4.38', '182']",2,4.38,182.0
노브랜드버거 양재역점,햄버거,1843440818,"['4.41', '999']",2,4.41,999.0
이삭토스트 양재역점,토스트,38227417,"['4.51', '398']",2,4.51,398.0
총각수산 153,생선회,1728193673,"['4.46', '163']",2,4.46,163.0
알마튜나 도곡점,생선회,1625736209,"['4.4', '146']",2,4.4,146.0
연안식당 도곡점,"해물,생선요리",1158778310,"['4.46', '382']",2,4.46,382.0
포메인 레드 도곡점,베트남음식,1184456282,"['4.68', '688']",2,4.68,688.0
블렌디 스튜디오,공방,37912152,"['4.97', '288']",2,4.97,288.0
커피플랜트,카페,12956713,"['4.29', '999']",2,4.29,999.0
본죽&비빔밥cafe 양재은광여고점,죽,1672897084,"['4.29', '631']",2,4.29,631.0
중화요리도곡원,중식당,1920678976,"['4.22', '286']",2,4.22,286.0
오프니,"카페,디저트",1485425077,"['4.74', '187']",2,4.74,187.0
스타쉐프,양식,11855736,"['4.44', '155']",2,4.44,155.0
커피빈 매봉역점,카페,18853178,"['4.48', '776']",2,4.48,776.0
더체어,베이커리,35895852,"['4.23', '999']",2,4.23,999.0
얌얌 양재점,김밥,34098856,"['4.37', '999']",2,4.37,999.0
델리백 도곡점,베이글,1144627913,"['4.72', '316']",2,4.72,316.0
